0 0 0 53 53 44 44 46 49 49 58 56 53 51 49 53 51 49 53 53 44 44 46 49 49 58 56 53 49 51 49 49
59 63 54 54 51 51 47 47 47 49 44 46 47 47 47 59 63 54 54 51 51 47 47 47 49 44 46 47 54 56 59 63
47 49 42 49 49 54 54 46 46 44 44 42 0 49 54 54 47 52 56 56 49 56 58 58 52 58 59 54 54 51 47 52
0 47 51 52 52 54 54 54 54 54 54 47 51 52 52 54 54 54 54 54 54 47 51 52 52 54 54 51 51 51 47 47
59 59 63 63 61 59 59 56 56 59 59 59 56 59 61 0 0 56 56 59 59 59 63 63 61 59 59 56 56 54 59 56
58 56 56 49 54 58 54 56 58 54 54 58 47 54 49 54 58 54 56 58 47 54 58 54 56 56 54 58 54 56 56 49
0 0 0 56 60 61 49 49 51 49 44 49 49 51 49 46 51 51 51 49 49 53 54 58 60 61 49 49 51 49 44 49
44 56 56 51 51 47 51 44 44 44 42 47 46 44 49 47 56 56 51 51 47 51 44 44 44 42 49 49 44 44 44 47
53 51 49 47 46 46 49 46 46 47 47 44 44 44 46 42 44 41 41 42 42 42 42 42 54 54 49 51 51 53 51 49
46 42 49 52 47 47 47 47 44 39 47 42 42 47 40 40 40 40 40 51 46 42 49 52 47 47 47 47 44 39 47 42
58 58 58 58 54 53 56 58 54 58 61 61 61 61 58 59 59 59 59 56 58 58 58 58 54 53 56 58 54 58 61 61
0 0 0 59 58 56 56 54 47 49 44 47 47 47 49 49 49 49 59 58 61 56 54 47 49 44 47 47 47 49 47 47
45 44 47 49 47 47 52 52 52 51 51 52 52 52 52 52 52 52 52 47 51 52 52 52 52 52 56 56 54 52 52 52
52 54 54 52 52 52 61 61 56 57 59 56 56 54 49 49 56 56 54 54 56 52 52 52 52 54 52 52 49 52 52 44
52 52 52 56 47 49 46 47 47 45 47 44 47 54 51 49 52 52 56 47 49 46 47 47 57 54 52 54 52 52 52 56
56 54 58 58 54 56 51 47 49 46 47 42 46 46 51 49 44 42 51 59 56 54 58 58 54 56 51 47 51 47 44 42
51 51 46 42 49 51 51 53 56 54 51 51 46 42 44 42 46 44 44 44 51 51 46 42 49 51 51 53 56 54 51 51
53 51 61 56 56 53 61 56 56 53 56 56 56 54 54 49 49 61 56 56 53 61 56 56 53 56 56 54 53 53 53 51
0 0 0 46 49 47 51 46 54 58 54 51 53 51 53 58 54 53 46 49 47 51 46 54 58 54 51 53 51 53 58 54
49 49 52 52 52 45 45 50 54 57 54 54 52 52 52 45 45 50 47 40 50 50 49 45 40 49 49 47 42 44 40 40
55 52 52 52 52 54 52 50 54 54 50 47 45 45 45 50 47 45 50 50 52 49 50 52 52 54 50 49 52 49 50 50
55 51 51 53 53 55 49 51 58 55 51 44 46 56 56 56 56 56 56 53 49 53 54 47 58 54 56 56 56 53 49 47
49 52 47 47 47 49 50 50 52 50 47 45 52 40 40 49 49 45 45 45 45 49 45 52 40 45 45 49 47 45 45 45
49 47 51 54 51 47 54 49 51 54 54 58 54 51 56 58 56 51 49 51 49 47 58 56 59 54 51 49 51 51 49 47
0 0 0 47 44 51 44 47 44 51 47 42 42 42 42 53 49 47 47 44 51 44 47 44 51 53 53 54 47 46 44 44
58 56 56 56 56 54 51 49 53 54 53 54 54 49 54 49 46 46 47 51 49 47 47 46 49 46 42 42 53 54 53 54
49 52 52 52 51 51 54 54 54 52 52 56 56 56 59 56 54 51 49 47 51 47 47 47 54 54 54 51 49 56 56 56
0 53 54 58 58 55 56 53 53 49 56 58 56 55 56 54 54 53 60 60 58 58 60 60 58 58 56 56 55 54 53 49
51 47 46 49 56 52 54 51 52 49 47 47 47 54 52 51 47 46 49 56 52 56 54 52 54 51 47 51 54 52 51 47
57 59 59 56 59 59 47 47 52 54 54 56 56 57 54 54 52 52 52 56 57 59 61 59 56 56 59 59 56 57 57 59
54 58 54 56 56 49 54 56 54 47 51 54 54 54 54 56 47 51 49 58 56 56 49 54 58 54 56 58 54 54 58 47
49 49 54 54 49 51 51 53 53 51 49 47 46 46 49 46 46 47 47 44 44 44 46 42 44 41 41 42 49 54 54 54
46 46 42 46 47 49 54 56 51 49 46 46 47 46 42 49 56 61 56 59 61 59 58 58 51 53 58 59 59 56 58 58
51 54 54 56 51 51 54 56 56 61 61 56 61 61 54 58 59 61 61 59 59 56 56 54 51 49 49 56 0 61 61 56
0 0 0 54 54 47 51 51 54 54 58 59 54 54 54 58 59 54 51 51 51 49 49 51 49 47 51 51 54 54 58 59
49 54 58 58 56 56 56 58 60 61 56 58 61 61 58 56 54 53 53 53 51 49 53 53 51 51 56 56 54 54 53 51
49 47 45 42 45 42 42 42 47 50 49 47 45 42 45 42 42 42 49 54 51 53 53 54 50 49 49 50 54 50 49 47
54 58 54 53 54 56 49 54 56 58 54 59 58 58 61 61 59 56 58 54 56 53 54 49 46 49 51 49 51 54 54 58
54 57 54 52 52 49 52 56 57 59 57 57 56 56 59 61 59 56 52 52 52 49 49 50 52 50 50 49 49 52 54 57
50 47 47 54 54 59 59 59 61 61 59 54 54 54 56 57 57 57 59 57 57 54 52 52 52 52 49 47 57 57 54 50
49 49 51 53 51 53 51 51 47 46 46 42 44 46 44 46 47 51 47 46 49 49 51 53 51 53 51 51 54 56 58 56
56 54 51 49 49 44 44 44 42 42 42 47 51 49 47 47 49 49 56 56 56 54 51 49 49 44 44 44 42 42 42 47
46 46 49 49 46 46 44 42 39 42 42 42 42 42 42 42 42 42 42 42 42 51 51 51 46 46 49 47 46 47 47 47
53 53 49 49 58 56 56 54 54 53 49 51 54 56 54 53 53 49 49 58 56 53 51 54 58 60 61 61 53 51 56 53
0 0 0 49 47 46 46 49 49 47 49 46 49 54 54 42 46 49 49 46 46 46 47 49 47 46 46 49 49 47 49 46
59 61 58 59 58 58 56 58 58 51 51 51 51 54 56 56 58 59 54 54 52 51 49 49 49 49 49 49 54 59 59 58
51 53 56 60 61 59 58 49 56 61 60 61 59 54 56 53 56 58 54 51 54 51 49 49 42 46 49 51 56 58 58 54
44 44 52 49 49 51 45 44 44 44 49 52 56 54 54 52 51 52 49 49 56 56 56 56 56 57 59 61 61 61 56 54
53 44 49 56 53 58 53 56 49 49 53 56 53 58 54 51 44 48 54 51 56 51 54 48 48 51 53 51 53 61 61 61
59 49 49 56 56 54 54 58 59 59 63 58 56 54 47 51 52 47 49 51 54 61 59 61 61 59 54 58 59 54 51 47
0 56 57 58 58 61 56 59 59 56 61 56 59 59 56 54 49 52 52 49 54 49 52 52 49 49 45 44 44 45 49 54
54 54 56 56 54 51 51 59 58 54 52 51 51 51 54 56 56 51 47 49 51 49 44 44 47 54 54 54 56 56 54 54
54 52 52 61 59 52 49 54 52 52 59 57 56 57 56 53 54 47 42 42 42 52 54 52 47 51 52 45 40 40 40 56
0 0 0 42 49 51 46 49 51 52 52 46 47 46 47 49 56 54 49 47 46 42 42 42 49 51 46 49 51 52 52 46
46 49 49 49 49 49 51 47 46 49 49 49 46 44 41 41 42 42 42 42 46 49 54 49 46 46 47 51 44 44 42 41
52 51 52 54 54 54 59 56 54 47 47 51 49 46 49 46 42 47 47 47 49 51 51 54 54 54 59 56 54 51 49 49
51 47 49 51 47 46 47 44 42 47 51 46 47 47 47 49 54 56 54 49 51 54 51 49 47 49 49 46 49 46 44 59
0 0 0 56 54 49 45 47 52 44 52 54 52 59 52 54 54 54 56 54 49 52 47 52 44 52 56 57 56 54 54 52
54 56 56 54 54 51 51 54 59 58 56 56 54 54 54 54 56 56 54 54 51 54 58 54 54 51 51 51 54 56 56 54
49 49 51 49 47 51 51 51 49 47 47 47 47 44 47 51 51 51 51 51 51 51 47 47 47 47 47 47 47 47 47 47
54 52 51 51 51 49 49 51 52 54 54 54 54 54 56 54 52 51 51 52 52 49 54 52 52 51 47 54 52 54 54 49
58 49 56 58 61 56 49 51 53 58 53 49 51 49 56 56 61 56 58 56 58 49 56 58 61 56 61 56 58 56 58 53
59 61 59 61 63 59 58 58 56 58 58 59 58 61 63 59 58 59 58 59 59 61 59 61 63 59 58 54 51 49 52 54
56 49 49 49 54 47 51 49 49 51 56 49 59 56 54 47 51 49 49 51 56 49 49 49 54 47 51 49 49 51 56 49
0 0 0 49 49 54 54 49 49 47 46 42 42 49 49 51 47 54 53 51 49 42 42 49 49 51 47 54 53 51 49 59
46 42 47 46 49 49 47 54 51 49 46 47 51 51 49 46 47 54 59 51 56 58 54 51 49 47 47 54 54 59 59 63
54 46 44 46 42 46 49 49 49 53 54 47 46 44 44 44 46 44 46 42 46 49 49 49 53 54 54 53 54 54 54 58
46 44 42 51 51 49 47 44 46 42 42 44 44 44 44 44 47 49 51 59 58 56 54 51 51 51 51 49 49 47 49 51
0 0 0 51 51 49 42 47 47 47 52 51 47 49 51 51 54 54 51 51 49 42 47 47 47 52 51 47 46 42 47 47
55 54 57 59 59 59 59 59 61 59 61 62 62 62 57 55 54 57 59 61 62 59 59 57 54 52 50 50 50 57 55 54
42 51 51 48 51 52 46 49 46 49 47 51 52 54 54 51 54 51 47 47 42 51 51 48 51 52 46 49 49 52 54 51
54 52 51 49 47 59 59 56 54 52 56 56 54 52 51 54 54 52 51 49 47 47 47 46 42 54 52 49 47 49 46 46
49 49 51 44 44 44 44 49 49 51 44 44 44 46 47 51 51 56 54 54 54 54 56 56 54 51 51 49 47 49 49 49
47 54 54 51 51 52 49 54 52 47 51 47 51 51 49 49 52 51 47 54 59 51 59 51 51 54 54 51 51 47 51 59
52 49 49 49 49 52 54 52 52 52 52 47 47 47 47 52 54 52 52 52 52 49 49 49 49 49 57 56 56 54 54 54
51 51 51 54 52 51 49 49 47 49 51 54 55 56 56 54 56 56 54 52 52 52 52 56 56 54 52 52 54 54 54 54
0 0 54 49 49 51 47 46 49 49 42 47 47 47 46 44 44 54 49 49 51 47 46 49 49 42 47 46 44 44 42 42
47 47 47 47 49 51 49 51 47 47 49 49 49 49 49 52 52 49 52 52 51 47 47 47 47 52 54 56 58 58 59 54
58 61 61 59 58 56 51 53 54 54 54 49 47 46 49 51 53 53 53 56 58 61 61 59 58 56 54 54 53 51 49 47
54 51 54 49 49 51 54 53 51 59 59 58 56 54 51 54 49 49 49 49 51 54 56 58 54 54 54 54 54 58 58 61
46 49 46 47 49 54 54 51 51 49 49 47 44 47 46 49 49 46 46 42 46 47 44 42 46 54 54 51 51 46 46 49
45 45 42 42 44 44 44 52 52 52 51 49 51 49 51 51 49 46 42 54 54 52 52 52 52 51 49 51 49 51 52 52
50 49 50 52 52 52 52 50 49 45 45 42 44 45 45 47 45 47 49 49 50 49 50 52 52 52 52 49 50 47 47 49
55 54 54 51 51 51 49 47 42 42 42 51 52 42 46 46 47 47 47 47 47 56 56 52 56 56 54 54 51 51 51 52
49 47 49 49 49 53 54 56 58 56 54 54 54 53 49 44 46 51 51 51 49 47 49 49 49 51 53 53 51 49 49 47
0 49 54 56 56 57 57 56 54 54 54 49 54 56 56 57 57 56 54 54 54 54 57 59 59 61 61 61 61 61 62 62
51 52 54 54 56 54 54 56 58 59 59 59 56 56 54 54 54 51 51 49 51 52 49 49 47 47 47 54 54 59 59 59
49 47 47 46 49 54 58 58 59 59 59 59 59 54 54 54 46 54 52 52 52 44 52 50 51 51 42 51 49 49 49 49
49 52 52 49 47 56 54 52 49 51 47 51 51 47 49 54 54 54 58 59 56 54 52 54 52 52 54 54 58 59 56 54
54 58 58 58 58 58 58 58 58 59 59 51 51 51 54 54 56 56 56 58 58 58 58 58 58 58 54 56 56 58 58 58
53 53 51 51 51 58 54 53 53 54 53 58 59 63 61 60 56 56 56 59 63 58 59 59 58 58 54 53 56 58 59 54
49 46 54 51 51 56 54 51 53 51 53 54 61 61 46 49 46 54 51 51 56 54 51 53 51 53 54 54 54 46 49 46
52 56 56 56 54 54 54 52 52 51 54 52 51 51 49 47 46 49 46 42 52 51 51 47 49 46 47 47 47 47 47 56
0 0 0 39 37 39 47 51 47 51 51 49 51 47 51 54 51 49 46 47 47 44 42 39 37 39 47 51 47 51 51 49
49 49 45 44 44 45 49 54 56 59 56 56 52 51 49 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 45
